City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
84,Rocha,UY,2020-12-09 08:54:53,-34.48,-54.33,57.33,96,22,4.9,few clouds,0,0
85,Lagoa,PT,2020-12-09 08:54:53,39.05,-27.98,62.6,86,100,22.03,overcast clouds,0,0
86,San Mateo Del Mar,MX,2020-12-09 08:54:53,16.2,-95.0,72.05,66,0,35.79,clear sky,0,0
87,Sibut,CF,2020-12-09 08:54:54,5.72,19.07,95.27,21,100,2.98,overcast clouds,0,0
88,High Level,CA,2020-12-09 08:54:54,58.52,-117.14,12.2,92,1,2.24,clear sky,0,0
89,Hunenberg,CH,2020-12-09 08:54:54,47.18,8.43,35.01,100,90,1.39,mist,0,0
90,Tilichiki,RU,2020-12-09 08:54:54,60.47,166.1,3.63,92,99,10.76,overcast clouds,0,0
91,Todos Santos,MX,2020-12-09 08:54:55,23.45,-110.22,68.0,66,36,3.49,scattered clouds,0,0
92,Tura,IN,2020-12-09 08:54:55,25.52,90.22,73.26,62,58,1.83,broken clouds,0,0
93,Mandurah,AU,2020-12-09 08:54:55,-32.55,115.7,80.01,62,0,3.0,clear sky,0,0
94,Ambovombe,MG,2020-12-09 08:54:55,-25.17,46.08,79.5,50,5,18.88,clear sky,0,0
95,Berlevag,NO,2020-12-09 08:54:55,70.86,29.09,33.8,80,75,25.28,broken clouds,0,0
96,Lorengau,PG,2020-12-09 08:54:56,-2.02,147.27,83.66,67,75,0.85,broken clouds,0,0
97,Chingirlau,KZ,2020-12-09 08:54:56,51.09,54.08,13.8,93,0,4.65,clear sky,0,0
98,Victoria,HK,2020-12-09 08:52:20,22.29,114.16,69.01,71,92,4.0,overcast clouds,0,0
99,Thompson,CA,2020-12-09 08:50:02,55.74,-97.86,32.0,98,90,6.93,overcast clouds,0,0
100,Utmanzai,PK,2020-12-09 08:52:02,34.19,71.76,66.2,52,20,4.7,haze,0,0
101,Sebinkarahisar,TR,2020-12-09 08:54:57,40.29,38.42,39.65,79,85,1.36,overcast clouds,0,0
102,Mareeba,AU,2020-12-09 08:54:57,-17.0,145.43,84.2,70,40,9.17,light rain,0,0
103,Hambantota,LK,2020-12-09 08:54:57,6.12,81.12,87.8,66,40,8.05,scattered clouds,0,0
104,Whitefish,US,2020-12-09 08:54:16,48.41,-114.34,35.01,92,40,4.7,mist,0,0
105,Xiaoyi,CN,2020-12-09 08:54:57,34.62,109.7,44.15,61,76,5.7,broken clouds,0,0
106,Zhaoyuan,CN,2020-12-09 08:54:58,37.36,120.4,37.51,71,100,5.3,light rain,0,0
107,Naze,JP,2020-12-09 08:52:08,28.37,129.48,66.2,88,75,12.75,broken clouds,0,0
108,Qui Nhon,VN,2020-12-09 08:54:58,13.77,109.23,73.51,83,100,15.86,overcast clouds,0,0
109,Mende,FR,2020-12-09 08:54:58,44.67,3.5,32.0,98,90,11.41,overcast clouds,0,0
110,Crotone,IT,2020-12-09 08:54:58,39.09,17.12,57.2,76,20,19.46,few clouds,0,0
111,New Richmond,US,2020-12-09 08:54:59,45.12,-92.54,24.8,92,1,5.41,clear sky,0,0
112,Cape Town,ZA,2020-12-09 08:54:59,-33.93,18.42,72.0,60,75,9.17,broken clouds,0,0
113,Mayumba,GA,2020-12-09 08:54:59,-3.43,10.66,79.86,78,94,5.19,overcast clouds,0,0
114,Marostica,IT,2020-12-09 08:54:59,45.75,11.66,46.0,97,100,9.53,light rain,0,0
115,Soyo,AO,2020-12-09 08:55:00,-6.13,12.37,79.57,80,100,4.29,overcast clouds,0,0
116,Cherskiy,RU,2020-12-09 08:55:00,68.75,161.3,-18.96,88,97,5.12,overcast clouds,0,0
117,Lasa,IT,2020-12-09 08:55:00,46.62,10.7,43.0,86,90,8.05,fog,0,0
118,Dharchula,IN,2020-12-09 08:55:00,29.85,80.53,70.59,21,90,6.15,overcast clouds,0,0
119,Khorol,UA,2020-12-09 08:55:00,49.78,33.28,26.01,90,76,14.83,broken clouds,0,0
120,Asyut,EG,2020-12-09 08:55:01,27.18,31.18,64.4,63,0,9.17,clear sky,0,0
121,Hualmay,PE,2020-12-09 08:55:01,-11.1,-77.61,65.61,86,60,7.29,broken clouds,0,0
122,Port Elizabeth,ZA,2020-12-09 08:55:01,-33.92,25.57,73.4,73,20,19.46,few clouds,0,0
123,Palmeira,BR,2020-12-09 08:55:01,-25.43,-50.01,59.56,99,9,2.1,clear sky,0,0
124,Salta,AR,2020-12-09 08:52:44,-24.79,-65.41,73.4,60,75,20.8,thunderstorm,0,0
125,Hasaki,JP,2020-12-09 08:55:02,35.73,140.83,50.0,66,75,4.7,broken clouds,0,0
126,Englehart,CA,2020-12-09 08:55:02,47.82,-79.87,30.2,92,90,9.17,light snow,0,0
127,Khatanga,RU,2020-12-09 08:55:02,71.97,102.5,-29.38,86,99,1.28,overcast clouds,0,0
128,East London,ZA,2020-12-09 08:55:03,-33.02,27.91,73.38,72,49,14.9,scattered clouds,0,0
129,Longyearbyen,SJ,2020-12-09 08:55:03,78.22,15.64,28.4,74,40,20.8,light shower snow,0,0
130,Saldanha,ZA,2020-12-09 08:55:03,-33.01,17.94,71.6,77,40,11.41,scattered clouds,0,0
131,San Luis,AR,2020-12-09 08:51:16,-33.3,-66.34,71.28,51,1,6.69,clear sky,0,0
132,Chokurdakh,RU,2020-12-09 08:55:04,70.63,147.92,-28.16,85,89,7.38,overcast clouds,0,0
133,Codrington,AU,2020-12-09 08:55:04,-38.27,141.97,58.33,78,38,10.13,scattered clouds,0,0
134,Akdepe,TM,2020-12-09 08:55:05,42.06,59.38,24.8,58,0,6.93,clear sky,0,0
135,Ponta Do Sol,PT,2020-12-09 08:55:05,32.67,-17.1,62.6,77,40,11.41,light intensity shower rain,0,0
136,Catuday,PH,2020-12-09 08:55:05,16.29,119.81,81.03,80,0,8.16,clear sky,0,0
137,Katobu,ID,2020-12-09 08:55:05,-4.94,122.53,84.81,75,100,3.38,light rain,0,0
138,Namatanai,PG,2020-12-09 08:55:06,-3.67,152.43,81.66,74,85,1.57,overcast clouds,0,0
139,Muravlenko,RU,2020-12-09 08:55:06,63.79,74.52,-2.67,94,80,6.26,broken clouds,0,0
140,Tasiilaq,GL,2020-12-09 08:55:06,65.61,-37.64,15.8,56,0,2.24,clear sky,0,0
141,Mundo Nuevo,MX,2020-12-09 08:55:07,18.7,-95.5,69.03,67,78,3.69,broken clouds,0,0
142,Laguna,US,2020-12-09 08:55:07,38.42,-121.42,46.0,70,1,2.55,clear sky,0,0
143,Palauig,PH,2020-12-09 08:55:07,15.44,119.9,82.98,77,92,5.64,overcast clouds,0,0
144,Merauke,ID,2020-12-09 08:55:07,-8.47,140.33,82.4,78,87,9.04,overcast clouds,0,0
145,Pultusk,PL,2020-12-09 08:55:08,52.7,21.08,30.0,86,65,14.81,broken clouds,0,0
